iter	Logloss
416	0.3445949669
417	0.3444810537
418	0.3444026875
419	0.3442013676
420	0.3440921079
421	0.3440020462
422	0.3439203843
423	0.3437965613
424	0.3436568555
425	0.3435235507
426	0.343332373
427	0.3432236398
428	0.343111664
429	0.3428812297
430	0.3427854121
431	0.3426390564
432	0.3425078092
433	0.3424199014
434	0.3423099923
435	0.3422018384
436	0.3420309804
437	0.3419274413
438	0.3418101667
439	0.3415782421
440	0.3414440197
441	0.3413333733
442	0.3412058791
443	0.3408677998
444	0.3406985972
445	0.3406082235
446	0.3404833057
447	0.3403212471
448	0.3402324497
449	0.3401252784
450	0.3400057357
451	0.3398392091
452	0.3397093763
453	0.3395868999
454	0.3393896472
455	0.3392586119
456	0.339109165
457	0.3389835446
458	0.3388506287
459	0.3387014964
460	0.3385322653
461	0.3384041553
462	0.3383224655
463	0.3381307182
464	0.337978677
465	0.3378424198
466	0.3377470205
467	0.3376176487
468	0.3374043247
469	0.337317222
470	0.337212918
471	0.3370772666
472	0.3368438867
473	0.3367051865
474	0.336518114
475	0.3363479067
476	0.3362539191
477	0.3360874868
478	0.3358579787
479	0.3357366526
480	0.3355856702
481	0.3354703806
482	0.3352689939
483	0.3351331638
484	0.3350087757
485	0.3348351472
486	0.3347217926
487	0.3345558827
488	0.3344425021
489	0.3342885693
490	0.3341784756
491	0.333858171
492	0.3335288584
493	0.3334471244
494	0.3332412612
495	0.3330328889
496	0.3328416754
497	0.3327283699
498	0.3325830363
499	0.3323432668
500	0.3320559383
501	0.3318649868
502	0.3317335159
503	0.3316350302
504	0.3314510536
505	0.3313805933
506	0.3311853068
507	0.3310865036
508	0.3309686138
509	0.3308958548
510	0.3307234822
511	0.3305514557
512	0.3303744711
513	0.3301967034
514	0.3300314752
515	0.3299263767
516	0.3298447969
517	0.3297022467
518	0.3296080702
519	0.3294877492
520	0.3293147462
521	0.3291575378
522	0.3290859598
523	0.3288828321
524	0.3287790521
525	0.3286724221
526	0.3285634132
527	0.328391655
528	0.3283058646
529	0.3281919873
530	0.3279497002
531	0.3277559874
532	0.3276355672
533	0.3275456818
534	0.3273918837
535	0.3271934719
536	0.3270475603
537	0.3268780795
538	0.3267323018
539	0.326544119
540	0.3263781006
541	0.3262622555
542	0.3261963307
543	0.3260947504
544	0.3259745104
545	0.3258714069
546	0.325680462
547	0.3255638705
548	0.3254514613
549	0.3253327334
550	0.325239509
551	0.3251332537
552	0.3249454544
553	0.3248481524
554	0.3247124456
555	0.3245900871
556	0.3244372069
557	0.3241512113
558	0.3240591651
559	0.3238858941
560	0.3237344264
561	0.3235989653
562	0.3235002856
563	0.3233813409
564	0.3232607901
565	0.323091831
566	0.3229981866
567	0.3228155659
568	0.3226705105
569	0.322523715
570	0.3223845996
571	0.3222067319
572	0.322083169
573	0.3220081662
574	0.3218859019
575	0.3216357189
576	0.3215501532
577	0.3214082681
578	0.3212385711
579	0.3210699054
580	0.3209108909
581	0.3207638453
582	0.3206746944
583	0.3205374268
584	0.3203453917
585	0.3202112221
586	0.3201629989
587	0.320078838
588	0.3200081817
589	0.3197728196
590	0.3195950335
591	0.319420705
592	0.3192874381
593	0.3191427107
594	0.3190571283
595	0.3189431756
596	0.3187998059
597	0.3186594367
598	0.31848999
599	0.3182754329
600	0.3181639446
601	0.318077619
602	0.3179798436
603	0.3178174875
604	0.3176969046
605	0.3176087728
606	0.3174535755
607	0.3173139587
608	0.3172097234
609	0.3170411182
610	0.3168705685
611	0.3167603825
612	0.3166923234
613	0.3164693798
614	0.3163321826
615	0.3162236172
616	0.316010557
617	0.3159409281
618	0.3158005152
619	0.3155882248
620	0.3154965857
621	0.3154109923
622	0.3153500593
623	0.3152111206
624	0.3151351062
625	0.3149733987
626	0.3148211191
627	0.3147228761
628	0.3145823407
629	0.314524797
630	0.3144379081
631	0.3142943504
632	0.3141775495
633	0.3140589009
634	0.313959823
635	0.3138765351
636	0.313677761
637	0.3134724434
638	0.3133314095
639	0.3131728126
640	0.3130191444
641	0.3129233919
642	0.3128164015
643	0.3127562942
644	0.3126276878
645	0.3124598074
646	0.3123670179
647	0.3123013603
648	0.3122059661
649	0.3121288018
650	0.3119957433
651	0.3118640494
652	0.3117758687
653	0.3116822649
654	0.3115351403
655	0.3114444176
656	0.3112780534
657	0.3111844019
658	0.3111199672
659	0.3109691681
660	0.3108979723
661	0.3107483467
662	0.3106422188
663	0.3104575911
664	0.3103424135
665	0.3102317932
666	0.3100986934
667	0.3099222257
668	0.3097645655
669	0.3095882243
670	0.3094599005
671	0.3093431418
672	0.3092029854
673	0.3090849795
674	0.3090098447
675	0.3089117902
676	0.3087114569
677	0.3085794932
678	0.3083844365
679	0.3082966444
680	0.3082201786
681	0.3080618179
682	0.3079502212
683	0.3078816538
684	0.3077523373
685	0.307631206
686	0.3075488179
687	0.3074225248
688	0.3072892873
689	0.3070828465
690	0.3069309994
691	0.30672958
692	0.3065626585
693	0.3063711206
694	0.3062621534
695	0.3061362496
696	0.3060244322
697	0.3059535827
698	0.3058101996
699	0.3056513847
700	0.3054729269
701	0.3053395424
702	0.305191111
703	0.3050942566
704	0.304924039
705	0.3047928694
706	0.304591731
707	0.304428077
708	0.3042804398
709	0.3041381969
710	0.3040460865
711	0.303866835
712	0.3037612292
713	0.3035698782
714	0.3034091091
715	0.303323094
716	0.3032262437
717	0.3031302049
718	0.3030127706
719	0.302859656
720	0.3027364727
721	0.3025221814
722	0.3023855397
723	0.3021543152
724	0.3020325174
725	0.3019471041
726	0.3018567071
727	0.3017685271
728	0.3016568027
729	0.301477673
730	0.3013759886
731	0.3012565382
732	0.3011866555
733	0.3010612216
734	0.3009025394
735	0.3008542546
736	0.3006951857
737	0.3005386449
738	0.3004142662
739	0.3003338385
740	0.3002259026
741	0.3001207466
742	0.2999924443
743	0.2998877808
744	0.2998000034
745	0.299680574
746	0.2994966514
747	0.2994101881
748	0.2993377233
749	0.2992062697
750	0.2991221768
751	0.2990057314
752	0.2988594237
753	0.2987483102
754	0.2985002049
755	0.2984174845
756	0.2983020373
757	0.298192126
758	0.2980710566
759	0.2979454999
760	0.2977943816
761	0.2976932986
762	0.2975411485
763	0.2974617188
764	0.2973953191
765	0.2972643257
766	0.2971225168
767	0.2969805723
768	0.2968987094
769	0.2968363719
770	0.2967109218
771	0.2965527744
772	0.2965026601
773	0.2963725428
774	0.2962628154
775	0.2961600998
776	0.295978198
777	0.2958132674
778	0.2956629099
779	0.2955861876
780	0.2954551297
781	0.2953595084
782	0.2952587238
783	0.2951617973
784	0.2950135515
785	0.2948311349
786	0.2946441352
787	0.294580175
788	0.2945132746
789	0.294434381
790	0.2941725056
791	0.294100436
792	0.2940174408
793	0.2938354584
794	0.2937100799
795	0.2936544489
796	0.2935460619
797	0.2933931404
798	0.2933309456
799	0.2932479452
800	0.2931117692
801	0.2930534653
802	0.2929766452
803	0.2928940995
804	0.2928320818
805	0.2927696685
806	0.2926378305
807	0.2924917877
808	0.2924261653
809	0.2923101539
810	0.2921818339
811	0.2921286056
812	0.2920182021
813	0.2919067318
814	0.291752531
815	0.2916568929
816	0.2915768462
817	0.2914938795
818	0.29133232
819	0.2911801296
820	0.2909647537
821	0.2908459282
822	0.2907880118
823	0.2906607774
824	0.2904345021
825	0.2902711087
826	0.2901550465
827	0.2900234989
828	0.2899129055
829	0.2897105313
830	0.2896409
831	0.289531303
832	0.289409046
833	0.2893389455
834	0.2892507786
835	0.2891265912
836	0.2890248377
837	0.2889641331
838	0.2888344652
839	0.288727486
840	0.2886081275
841	0.288510195
842	0.2884102647
843	0.2883435714
844	0.2882725053
845	0.2881968141
846	0.2880766647
847	0.2879966415
848	0.2879119969
849	0.2877857653
850	0.2876820402
851	0.2875229121
852	0.2874075433
853	0.2872891215
854	0.2872037967
855	0.2870708274
856	0.287004852
857	0.2869144727
858	0.2867970577
859	0.2866649295
860	0.2865483725
861	0.286449137
862	0.2863068838
863	0.2861667835
864	0.2861111189
865	0.286003627
866	0.2858979409
867	0.2857271273
868	0.2856697539
869	0.2855178776
870	0.285419631
871	0.2853573404
872	0.2852179153
873	0.285115899
874	0.2850006631
875	0.2849585447
876	0.2849250693
877	0.2848509747
878	0.2847613701
879	0.2846285394
880	0.2845352854
881	0.2844498929
882	0.2843795157
883	0.2842992801
884	0.2841368955
885	0.2840575488
886	0.2839018894
887	0.2837534049
888	0.2836383307
889	0.2835625417
890	0.283394396
891	0.2833137799
892	0.2832523
893	0.283119516
894	0.2830265214
895	0.282928073
896	0.282767812
897	0.2826686567
898	0.2824832515
899	0.2823111264
900	0.2821996686
901	0.2820550637
902	0.2819448984
903	0.2818382031
904	0.2817682006
905	0.2816279007
906	0.2815781764
907	0.2814826276
908	0.2813570809
909	0.2812759253
910	0.281191659
911	0.2811345131
912	0.2809817935
913	0.2809305923
914	0.2808059641
915	0.2806827118
916	0.2805446935
917	0.2804059157
918	0.2802370726
919	0.2801711273
920	0.2800608958
921	0.2799002514
922	0.2797848959
923	0.2797140453
924	0.2796420339
925	0.2795415335
926	0.2794518811
927	0.2793431345
928	0.2792103797
929	0.2791021534
930	0.2790411644
931	0.278960258
932	0.2788385471
933	0.27873131
934	0.2786420739
935	0.2785417224
936	0.2784505954
937	0.2783569568
938	0.2781952557
939	0.2780779415
940	0.2779813147
941	0.2779189337
942	0.2778523912
943	0.2777573205
944	0.2776822689
945	0.2775789258
946	0.2774357763
947	0.2773213988
948	0.2772119889
949	0.2770982818
950	0.2769940756
951	0.2768701578
952	0.276697322
953	0.2765821749
954	0.2765205134
955	0.2763770014
956	0.2763096727
957	0.2762118945
958	0.2761334964
959	0.2760476397
960	0.2759685124
961	0.2758769181
962	0.2757898418
963	0.2757185997
964	0.2756713559
965	0.2756338107
966	0.2754790098
967	0.2753861555
968	0.2752717903
969	0.275222837
970	0.2750431451
971	0.2749689277
972	0.2748330676
973	0.274765884
974	0.2746249815
975	0.2745321801
976	0.2743808235
977	0.2742451934
978	0.2741531463
979	0.2740794327
980	0.2739902137
981	0.27381295
982	0.2737508888
983	0.2736512196
984	0.2735479062
985	0.2734328156
986	0.273375935
987	0.2733146714
988	0.2731776755
989	0.2731409596
990	0.2729683564
991	0.2728746607
992	0.2727336294
993	0.2726562946
994	0.2726041269
995	0.27251571
996	0.2723957033
997	0.2722491604
998	0.2721890565
999	0.2721466903
